Date,Open,High,Low,Close,Volume,SMA_20,SMA_Ratio,MACD,Signal_Line,MACD_hist,RSI,%K,%D,SO_diff,Returns
2010-10-29 00:00:00-04:00,9.165436815023174,9.215145750401916,9.064210498266576,9.067524909973145,430511200,,,0.0,0.0,0.0,,,,,
2010-11-01 00:00:00-04:00,9.104886663212802,9.206714774489486,9.104284115729463,9.163934707641602,423889200,,,0.007690810070416276,0.0015381620140832554,0.006152648056333021,,,,,0.010576300348283576
2010-11-02 00:00:00-04:00,9.248891970937052,9.344995475532,9.248891970937052,9.319990158081056,433930000,,,0.02607759679801802,0.006446048970870209,0.01963154782714781,,,,,0.01688593300661404
2010-11-03 00:00:00-04:00,9.380548005487316,9.426039951370976,9.29498865157378,9.423629760742188,508348400,,,0.048453564995767806,0.01484755217584973,0.033606012819918075,,,,,0.011058766592187026
2010-11-04 00:00:00-04:00,9.50346327541958,9.645962950133832,9.490809777332922,9.588420867919922,642488000,,,0.07857814617917214,0.02759367097651421,0.050984475202657926,,,,,0.017335871596947848
2010-11-05 00:00:00-04:00,9.579985739917834,9.627585388356232,9.542628595559574,9.554076194763184,361253200,,,0.09854480256757903,0.041783897294727174,0.05676090527285185,,,,,-0.0035883207813727806
2010-11-08 00:00:00-05:00,9.556185572159777,9.633610923144984,9.542929525720163,9.598965644836426,281758400,,,0.11664610142396725,0.05675633812057519,0.05988976330339206,,,,,0.004687457234488935
2010-11-09 00:00:00-05:00,9.67217322217943,9.679705469028274,9.47484412233963,9.522443771362305,383544000,,,0.12339442143118973,0.0700839547826981,0.05331046664849162,,,,,-0.008003832804988646
2010-11-10 00:00:00-05:00,9.539312509613096,9.60348260698571,9.446220938816102,9.581189155578612,384227200,,,0.1319616039791054,0.08245948462197956,0.049502119357125826,,,,,0.006150198719890276
2010-11-11 00:00:00-05:00,9.489906813572835,9.59233828929768,9.46731168242585,9.539616584777832,361284000,,,0.13385361766098214,0.09273831122978007,0.041115306431202064,,,,,-0.0043484188765242635
2010-11-12 00:00:00-05:00,9.520033412009706,9.53509629650111,9.14736699851792,9.27992343902588,795846800,,,0.11309430487128758,0.09680950995808157,0.016284794913206002,,,,,-0.02759999771857688
2010-11-15 00:00:00-05:00,9.292879257270524,9.35554259874785,9.22690150175763,9.250099182128906,403606000,,,0.09316191903149651,0.09607999177276458,-0.0029180727412680685,,,,,-0.0032190227999435547
2010-11-16 00:00:00-05:00,9.210329257583185,9.266967107148009,9.017518102045871,9.08590602874756,657650000,,,0.06338567379860116,0.0895411281779319,-0.026155454379330742,,,,,-0.017909848998111825
2010-11-17 00:00:00-05:00,9.074157471960554,9.15821083402722,8.970521719079816,9.05306911468506,479449600,,,0.03671489394677785,0.0789758813317011,-0.042260987384923246,49.42795423633898,0.0,,,-0.0036205959458732724
2010-11-18 00:00:00-05:00,9.194662764178153,9.329329295527868,9.179299011829158,9.291972160339355,494491200,,,0.034458373272364895,0.07007237971983385,-0.035614006447468954,57.46952206484444,43.76342996502513,,,0.026046989899317752
