Date,Open,High,Low,Close,Volume
2010-10-29 00:00:00-04:00,9.165440670911867,9.215149627203099,9.064214311569476,9.06752872467041,430511200
2010-11-01 00:00:00-04:00,9.10489045332997,9.206718606994931,9.104287905595806,9.163938522338867,423889200
2010-11-02 00:00:00-04:00,9.24889007813876,9.344993563065994,9.24889007813876,9.319988250732422,433930000
2010-11-03 00:00:00-04:00,9.38054515754403,9.426037089616292,9.294985829606395,9.423626899719238,508348400
2010-11-04 00:00:00-04:00,9.503462330195235,9.64596199073632,9.490808833367106,9.588419914245605,642488000
2010-11-05 00:00:00-04:00,9.579985739917834,9.627585388356232,9.542628595559574,9.554076194763184,361253200
2010-11-08 00:00:00-05:00,9.556182723887657,9.633608051795825,9.542926681399079,9.598962783813477,281758400
2010-11-09 00:00:00-05:00,9.672169347500446,9.679701591331868,9.474840326710813,9.522439956665039,383544000
2010-11-10 00:00:00-05:00,9.539317257143487,9.60348738645231,9.446225640016626,9.581193923950195,384227200
2010-11-11 00:00:00-05:00,9.489906813572837,9.59233828929768,9.46731168242585,9.539616584777832,361284000
2010-11-12 00:00:00-05:00,9.520035368709332,9.535098256296685,9.147368878621572,9.279925346374512,795846800
2010-11-15 00:00:00-05:00,9.292880215355416,9.355543563293256,9.226902453040292,9.250100135803223,403606000
2010-11-16 00:00:00-05:00,9.210328290849166,9.26696613446917,9.017517155549683,9.085905075073242,657650000
2010-11-17 00:00:00-05:00,9.074158427856375,9.158211798777444,8.97052266405837,9.053070068359375,479449600
2010-11-18 00:00:00-05:00,9.19466182049111,9.329328338019433,9.179298069718962,9.291971206665039,494491200
2010-11-19 00:00:00-05:00,9.278116037760284,9.291070407245705,9.19587031219912,9.240758895874023,384843200
2010-11-22 00:00:00-05:00,9.239253382058855,9.440500259399414,9.214851410806856,9.440500259399414,393075200
2010-11-23 00:00:00-05:00,9.352831285065301,9.391996881390101,9.235638585551945,9.301012992858887,519447600
2010-11-24 00:00:00-05:00,9.399526895912109,9.50195837825095,9.39199625766935,9.483881950378418,413725200
2010-11-26 00:00:00-05:00,9.451947571293083,9.571249579811653,9.427846472342935,9.489907264709473,237585600
2010-11-29 00:00:00-05:00,9.504968613229634,9.564619205610635,9.380847048563023,9.546242713928223,445785200
2010-11-30 00:00:00-05:00,9.44592191088514,9.47062636140751,9.365483820967484,9.373919486999512,501858000
2010-12-01 00:00:00-05:00,9.498039029309846,9.57275330346469,9.489905041046395,9.532082557678223,461750800
2010-12-02 00:00:00-05:00,9.56612365995656,9.610409682901595,9.486589019729784,9.584802627563477,462837200
2010-12-03 00:00:00-05:00,9.55046020537293,9.599867488692688,9.530275267477657,9.563414573669434,342092800
2010-12-06 00:00:00-05:00,9.599570496718377,9.710738538053246,9.592942471907554,9.645062446594238,448481600
2010-12-07 00:00:00-05:00,9.75502304701357,9.760746042650844,9.583903546732373,9.586614608764648,391454000
2010-12-08 00:00:00-05:00,9.629392128656422,9.671268778038066,9.553473556400247,9.670967102050781,321935600
2010-12-09 00:00:00-05:00,9.704706196053818,9.71585211410146,9.611011300119282,9.633305549621582,294151200
2010-12-10 00:00:00-05:00,9.62999320921551,9.672170723690197,9.5983598722422,9.657408714294434,262511200
2010-12-13 00:00:00-05:00,9.772193365714399,9.792980852181238,9.67066612337458,9.690850257873535,439815600
2010-12-14 00:00:00-05:00,9.69265743579927,9.717060204062667,9.610410919713525,9.649274826049805,351008000
2010-12-15 00:00:00-05:00,9.640539600583601,9.730920124422923,9.616137631437573,9.651386260986328,417312000
2010-12-16 00:00:00-05:00,9.67337652738235,9.719169329693637,9.643551634933099,9.678196907043457,322030800
2010-12-17 00:00:00-05:00,9.689644633443093,9.694465012768257,9.647467118817092,9.658915519714355,386929200
